ionizable_lipid,ionizable_lipid_group,ionizable_lipid_structural_class,peg_lipid,sterol_lipid,helper_lipid,target_type,ionizable_mol_percent_est,helper_mol_percent_est,cholesterol_mol_percent_est,peg_mol_percent_est,total_structural_lipid_percent_est,non_peg_lipid_percent_est,peg_fraction_of_total_lipid_est,ionizable_fraction_of_non_peg_lipid_est,helper_fraction_of_structural_lipid_est,cholesterol_fraction_of_structural_lipid_est,ionizable_helper_ratio,ionizable_cholesterol_ratio,ionizable_peg_ratio,helper_cholesterol_ratio,helper_peg_ratio,cholesterol_peg_ratio,microfluidic_device_family,primary_aqueous_buffer,primary_aqueous_buffer_mM_est,aqueous_phase_pH,aqueous_buffer_acidity_proxy,organic_ethanol_percent_est,organic_phase_contains_aqueous_component,organic_fraction_post_mix,aqueous_fraction_post_mix,post_mix_ethanol_fraction_est,post_mix_buffer_concentration_est,post_mix_buffer_acidity_proxy,has_sterile_filtration,storage_buffer_identity,frr_est,ionizable_adv_MolWt,ionizable_adv_MolLogP,ionizable_adv_TPSA,ionizable_adv_NumHAcceptors,ionizable_adv_NumHDonors,ionizable_adv_NumRotatableBonds,ionizable_adv_HeavyAtomCount,ionizable_adv_FractionCSP3,ionizable_adv_RingCount,ionizable_adv_NumHeteroatoms,ionizable_adv_MolMR,ionizable_adv_FormalCharge,peg_adv_MolWt,peg_adv_MolLogP,peg_adv_TPSA,peg_adv_NumHAcceptors,peg_adv_NumHDonors,peg_adv_NumRotatableBonds,peg_adv_HeavyAtomCount,peg_adv_FractionCSP3,peg_adv_NumHeteroatoms,peg_adv_MolMR,peg_adv_FormalCharge,helper_adv_MolWt,helper_adv_MolLogP,helper_adv_TPSA,helper_adv_NumHAcceptors,helper_adv_NumHDonors,helper_adv_NumRotatableBonds,helper_adv_HeavyAtomCount,helper_adv_FractionCSP3,helper_adv_NumHeteroatoms,helper_adv_MolMR,helper_adv_FormalCharge,total_nitrogen_count,ionizable_nitrogen_count,quaternary_nitrogen_count,nitrogen_to_molecular_weight,ionizable_nitrogen_to_molecular_weight,particle_size_nm_std
Custom lipid,custom_lipid,custom_lipid,DMG-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,other_microfluidic,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,False,,3.0,648.0739999999998,10.070299999999998,70.67,5.0,2.0,35.0,46.0,0.85,0.0,6.0,199.36639999999926,0.0,4556.556999999997,9.814900000000197,952.8900000000012,98.0,1.0,300.0,310.0,0.990521327014218,99.0,1132.482300000008,-1.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,2.0,0.0,0.004629100997725569,0.003086067331817046,137.9
Custom lipid,custom_lipid,custom_lipid,DMG-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,other_microfluidic,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,False,,3.0,718.2089999999997,11.851499999999987,70.67,5.0,2.0,35.0,51.0,0.9111111111111111,1.0,6.0,220.31739999999903,0.0,4556.556999999997,9.814900000000197,952.8900000000012,98.0,1.0,300.0,310.0,0.990521327014218,99.0,1132.482300000008,-1.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,2.0,0.0,0.0041770570961934496,0.002784704730795633,135.4
Custom lipid,custom_lipid,custom_lipid,DMG-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,other_microfluidic,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,False,,3.0,716.1929999999996,11.771599999999989,70.67,5.0,2.0,35.0,51.0,0.8666666666666667,1.0,6.0,220.29339999999902,0.0,4556.556999999997,9.814900000000197,952.8900000000012,98.0,1.0,300.0,310.0,0.990521327014218,99.0,1132.482300000008,-1.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,2.0,0.0,0.004188815026117264,0.0027925433507448427,134.6
Custom lipid,custom_lipid,custom_lipid,DMG-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,other_microfluidic,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,False,,3.0,664.1169999999998,10.515099999999995,70.67,5.0,2.0,32.0,47.0,0.9512195121951219,1.0,6.0,201.94339999999923,0.0,4556.556999999997,9.814900000000197,952.8900000000012,98.0,1.0,300.0,310.0,0.990521327014218,99.0,1132.482300000008,-1.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,2.0,0.0,0.004517276323298456,0.0030115175488656374,138.0
Custom lipid,custom_lipid,custom_lipid,DMG-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,other_microfluidic,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,False,,3.0,706.1539999999998,10.310899999999997,79.9,6.0,2.0,36.0,50.0,0.9069767441860465,1.0,7.0,212.7123999999991,0.0,4556.556999999997,9.814900000000197,952.8900000000012,98.0,1.0,300.0,310.0,0.990521327014218,99.0,1132.482300000008,-1.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,2.0,0.0,0.004248365087502161,0.002832243391668107,121.6
Custom lipid,custom_lipid,custom_lipid,DMG-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,other_microfluidic,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,False,,3.0,746.2189999999996,11.40129999999999,79.9,6.0,2.0,39.0,53.0,0.8695652173913043,1.0,7.0,226.539399999999,0.0,4556.556999999997,9.814900000000197,952.8900000000012,98.0,1.0,300.0,310.0,0.990521327014218,99.0,1132.482300000008,-1.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,2.0,0.0,0.004020267508600024,0.002680178339066683,119.9
Custom lipid,custom_lipid,custom_lipid,DMG-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,other_microfluidic,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,False,,3.0,666.0889999999998,9.364600000000001,79.9,6.0,2.0,34.0,47.0,0.95,1.0,7.0,198.95539999999926,0.0,4556.556999999997,9.814900000000197,952.8900000000012,98.0,1.0,300.0,310.0,0.990521327014218,99.0,1132.482300000008,-1.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,2.0,0.0,0.0045039026316303086,0.0030026017544202057,108.4
Custom lipid,custom_lipid,custom_lipid,DMG-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,other_microfluidic,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,False,,3.0,,,,,,,,,,,,,4556.556999999997,9.814900000000197,952.8900000000012,98.0,1.0,300.0,310.0,0.990521327014218,99.0,1132.482300000008,-1.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,,,,,,130.2
Custom lipid,custom_lipid,custom_lipid,DMG-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,other_microfluidic,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,False,,3.0,,,,,,,,,,,,,4556.556999999997,9.814900000000197,952.8900000000012,98.0,1.0,300.0,310.0,0.990521327014218,99.0,1132.482300000008,-1.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,,,,,,132.6
Custom lipid,custom_lipid,custom_lipid,DMG-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,other_microfluidic,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,False,,3.0,,,,,,,,,,,,,4556.556999999997,9.814900000000197,952.8900000000012,98.0,1.0,300.0,310.0,0.990521327014218,99.0,1132.482300000008,-1.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,,,,,,120.5
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,422.56600000000026,4.599100000000004,110.88000000000002,7.0,3.0,14.0,30.0,0.6521739130434783,1.0,7.0,117.01590000000006,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.004732988456241152,0.004732988456241152,213.2
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,478.67400000000043,5.464300000000006,110.88000000000002,7.0,3.0,18.0,34.0,0.7037037037037037,1.0,7.0,135.9839,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.004178208968943369,0.004178208968943369,221.9
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,490.6850000000005,5.558900000000006,102.09,7.0,2.0,14.0,35.0,0.7142857142857143,2.0,7.0,138.47519999999997,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.004075934662767351,0.004075934662767351,185.3
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,519.7270000000005,4.712100000000003,105.33000000000001,8.0,2.0,16.0,37.0,0.7241379310344828,2.0,8.0,146.76019999999986,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,3.0,0.0,0.0057722612063641045,0.0057722612063641045,205.6
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,507.7160000000005,4.745300000000004,128.11,8.0,3.0,19.0,36.0,0.7142857142857143,1.0,8.0,143.99159999999992,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,3.0,0.0,0.005908815164383231,0.005908815164383231,219.7
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,507.7160000000005,4.745300000000004,128.11,8.0,3.0,19.0,36.0,0.7142857142857143,1.0,8.0,143.99159999999995,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,3.0,0.0,0.005908815164383231,0.005908815164383231,214.6
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,450.62000000000035,5.379300000000006,110.88000000000002,7.0,3.0,16.0,32.0,0.68,1.0,7.0,126.24990000000008,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.004438329412809016,0.004438329412809016,182.5
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,506.7280000000005,6.2445000000000075,110.88000000000002,7.0,3.0,20.0,36.0,0.7241379310344828,1.0,7.0,145.21789999999987,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.003946890639554155,0.003946890639554155,217.0
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,518.7390000000006,6.339100000000007,102.09,7.0,2.0,16.0,37.0,0.7333333333333333,2.0,7.0,147.70919999999987,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.0038555034420006936,0.0038555034420006936,150.1
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,547.7810000000004,5.4923000000000055,105.33000000000001,8.0,2.0,18.0,39.0,0.7419354838709677,2.0,8.0,155.99419999999972,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,3.0,0.0,0.005476641212455339,0.005476641212455339,214.9
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,535.7700000000004,5.525500000000005,128.11,8.0,3.0,21.0,38.0,0.7333333333333333,1.0,8.0,153.22559999999982,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,3.0,0.0,0.0055994176605632965,0.0055994176605632965,145.8
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,535.7700000000004,5.525500000000005,128.11,8.0,3.0,21.0,38.0,0.7333333333333333,1.0,8.0,153.22559999999982,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,3.0,0.0,0.0055994176605632965,0.0055994176605632965,143.6
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,450.62000000000035,5.379300000000006,110.88000000000002,7.0,3.0,16.0,32.0,0.68,1.0,7.0,126.24990000000008,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.004438329412809016,0.004438329412809016,210.3
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,506.7280000000005,6.2445000000000075,110.88000000000002,7.0,3.0,20.0,36.0,0.7241379310344828,1.0,7.0,145.21789999999987,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.003946890639554155,0.003946890639554155,182.5
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,518.7390000000006,6.339100000000007,102.09,7.0,2.0,16.0,37.0,0.7333333333333333,2.0,7.0,147.70919999999987,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.0038555034420006936,0.0038555034420006936,206.3
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,547.7810000000004,5.4923000000000055,105.33000000000001,8.0,2.0,18.0,39.0,0.7419354838709677,2.0,8.0,155.99419999999972,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,3.0,0.0,0.005476641212455339,0.005476641212455339,221.1
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,535.7700000000004,5.525500000000005,128.11,8.0,3.0,21.0,38.0,0.7333333333333333,1.0,8.0,153.22559999999982,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,3.0,0.0,0.0055994176605632965,0.0055994176605632965,212.3
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,535.7700000000004,5.525500000000005,128.11,8.0,3.0,21.0,38.0,0.7333333333333333,1.0,8.0,153.22559999999982,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,3.0,0.0,0.0055994176605632965,0.0055994176605632965,173.2
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,478.67400000000043,6.159500000000007,110.88000000000002,7.0,3.0,18.0,34.0,0.7037037037037037,1.0,7.0,135.48389999999998,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.004178208968943369,0.004178208968943369,136.4
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,534.7820000000005,7.024700000000008,110.88000000000002,7.0,3.0,22.0,38.0,0.7419354838709677,1.0,7.0,154.45189999999977,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.0037398416551043196,0.0037398416551043196,138.3
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,546.7930000000005,7.119300000000009,102.09,7.0,2.0,18.0,39.0,0.75,2.0,7.0,156.94319999999973,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,2.0,2.0,0.0,0.0036576913018271967,0.0036576913018271967,116.2
Custom lipid,custom_lipid,custom_lipid,C14-PEG2000,cholesterol,DOPE,mRNA,35.0,16.0,46.5,2.5,62.5,97.5,0.025,0.358974358974359,0.256,0.744,2.1875,0.7526881720430108,14.0,0.34408602150537637,6.4,18.6,academic_herringbone,citrate,10.0,,,100.0,False,0.25,0.75,0.25,7.5,,True,PBS,3.0,575.8350000000003,6.272500000000007,105.33000000000001,8.0,2.0,20.0,41.0,0.7575757575757576,2.0,8.0,165.22819999999962,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,3.0,3.0,0.0,0.005209825731329285,0.005209825731329285,110.5
